"ID","ItemType","Name","Script","Level","Race","Female","Class","Faction","Rank","Autocalc","Respawn","Animation","Disposition","Blood","Hair","Head","Persist","Blocked","Strength","Agility","Speed","Endurance","Personality","Intelligence","Willpower","Luck","Gold","Health","SpellPts","Magic"
"traynili senim","NPC","Traynili Senim","","5","Dark Elf","Yes","Miner","","0","Yes","No","","40","Default (Red)","b_n_dark elf_f_hair_03","b_n_dark elf_f_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"trebonius artorius","NPC","Trebonius Artorius","treboniusScript","23","Imperial","No","Battlemage","Mages Guild","9","Yes","No","","50","Default (Red)","b_n_imperial_m_hair_00","b_n_imperial_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tredere llaren","NPC","Tredere Llaren","nohello","5","Dark Elf","Yes","Nightblade","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_01","b_n_dark elf_f_head_06","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tredyn venim","NPC","Tredyn Venim","","17","Dark Elf","No","Bard","Hlaalu","5","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_19","b_n_dark elf_m_head_12","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"trelam falvani","NPC","Trelam Falvani","","17","Dark Elf","No","Sorcerer","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_15","b_n_dark elf_m_head_11","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Trels Varis","NPC","Trels Varis","VarisDead","10","Dark Elf","No","Journalist","","0","No","No","","50","Default (Red)","b_n_dark elf_m_hair_13","b_n_dark elf_m_head_07","No","No","49","47","74","45","60","65","47","40","0","120","188","130"
"tremona maren","NPC","Tremona Maren","","2","Dark Elf","Yes","Commoner","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_18","b_n_dark elf_f_head_07","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"trendrus drals","NPC","Trendrus Drals","","5","Dark Elf","No","Commoner","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_19","b_n_dark elf_m_head_05","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"treram milar","NPC","Treram Milar","strongholdServices","17","Dark Elf","No","Warrior","Redoran","3","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_02","b_n_dark elf_m_head_09","No","Yes","0","0","0","0","0","0","0","0","0","0","0","0"
"treras dres","NPC","Treras Dres","","12","Dark Elf","No","Sorcerer","Telvanni","2","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_26","b_n_dark elf_m_head_09","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"trerayna dalen","NPC","Trerayna Dalen","","11","Dark Elf","Yes","Enchanter","Telvanni","2","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_03","b_n_dark elf_f_head_09","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"trevyn fedos","NPC","Trevyn Fedos","","18","Dark Elf","No","Warrior","Temple","3","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_02","b_n_dark elf_m_head_08","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"trilam drolnor","NPC","Trilam Drolnor","","6","Dark Elf","No","Commoner","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_06","b_n_dark elf_m_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"trivon llaren","NPC","Trivon Llaren","","5","Dark Elf","No","Warrior","Redoran","1","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_02","b_n_dark elf_m_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"trivura arenim","NPC","Trivura Arenim","","5","Dark Elf","Yes","Trader Service","Redoran","0","No","No","","50","Default (Red)","b_n_dark elf_f_hair_24","b_n_dark elf_f_head_08","No","Yes","45","51","54","35","59","56","33","40","75","54","164","112"
"tsabhi","NPC","Tsabhi","slaveScript","1","Khajiit","Yes","Slave","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_khajiit_f_hair05","b_n_khajiit_f_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tsajadhi","NPC","Tsajadhi","slaveScript","1","Khajiit","Yes","Slave","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_khajiit_f_hair04","b_n_khajiit_f_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tsalani","NPC","Tsalani","slaveScript","2","Khajiit","Yes","Slave","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_khajiit_f_hair01","b_n_khajiit_f_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tsani","NPC","Tsani","slaveScript","1","Khajiit","Yes","Slave","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_khajiit_f_hair02","b_n_khajiit_f_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tsiya","NPC","Tsiya","nolore","4","Khajiit","Yes","Commoner","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_khajiit_f_hair03","b_n_khajiit_f_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tsrazami","NPC","Tsrazami","","14","Khajiit","Yes","Assassin","","0","No","No","base_animKnA.nif","50","Default (Red)","b_n_khajiit_f_hair01","b_n_khajiit_f_head_01","No","Yes","57","96","75","48","48","68","40","40","0","104","241","136"
"tubilalk mirathrernenum","NPC","Tubilalk Mirathrernenum","","15","Dark Elf","No","Miner","Ashlanders","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_06","b_n_dark elf_m_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tul","NPC","Tul","tulScript","12","Argonian","No","Monk","","0","No","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_m_hair01","b_n_argonian_m_head_03","No","No","65","70","68","57","37","50","73","40","0","129","265","100"
"tuls valen","NPC","Tuls Valen","templeStewards","17","Dark Elf","No","Monk Service","Temple","8","No","No","","50","Default (Red)","b_n_dark elf_m_hair_25","b_n_dark elf_m_head_05","No","Yes","74","90","100","50","40","53","58","40","0","126","272","106"
"tumsa darethi","NPC","Tumsa Darethi","","3","Dark Elf","Yes","Commoner","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_11","b_n_dark elf_f_head_06","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tunengore","NPC","Tunengore","","16","High Elf","No","Mage","","0","Yes","No","","50","Default (Red)","b_n_high elf_m_hair_03","b_n_high elf_m_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tunila omavel","NPC","Tunila Omavel","strongholdServices","17","Dark Elf","Yes","Healer Service","Telvanni","6","No","No","","50","Default (Red)","b_n_dark elf_f_hair_15","b_n_dark elf_f_head_02","No","Yes","61","58","80","40","77","58","91","40","499","98","250","116"
"tunipu shamirbasour","NPC","Tunipy Shamirbasour","","7","Dark Elf","Yes","Wise Woman","Ashlanders","3","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_01","b_n_dark elf_f_head_09","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"turan tibashipal","NPC","Truan Tibashipal","","11","Dark Elf","No","Barbarian","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_09","b_n_dark elf_m_head_05","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"turedus talanian","NPC","Turedus Talanian","","15","Imperial","No","Warrior","Telvanni","3","Yes","No","","50","Default (Red)","b_n_imperial_m_hair_04","b_n_imperial_m_head_05","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tusamircil","NPC","Tusamircil","nolore","7","High Elf","No","Alchemist Service","Mages Guild","1","Yes","No","","50","Default (Red)","b_n_high elf_m_hair_03","b_n_high elf_m_head_02","No","No","0","0","0","0","0","0","0","0","400","0","0","0"
"tussi","NPC","Tussi","ZainabKill","10","Dark Elf","Yes","Healer Service","Ashlanders","2","No","No","","50","Default (Red)","b_n_dark elf_f_hair_15","b_n_dark elf_f_head_03","No","Yes","52","50","67","35","65","50","69","40","75","70","206","100"
"tussurradad","NPC","Tussurradad","UrshilakuKill","12","Dark Elf","No","Hunter","Ashlanders","3","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_13","b_n_dark elf_m_head_09","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tuundir","NPC","Tuundir","","3","Wood Elf","No","Herder","","0","Yes","No","","50","Default (Red)","b_n_wood elf_m_hair_04","b_n_wood elf_m_head_05","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Tuvene Arethan","NPC","Tuvene Arethan","","17","Dark Elf","Yes","Savant","Imperial Legion","6","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_05","b_n_dark elf_f_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Tuvenie Varam","NPC","Tuvenie Varam","","11","Dark Elf","Yes","Assassin","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_14","b_n_dark elf_f_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tuveso beleth","NPC","Tuveso Beleth","","18","Dark Elf","Yes","Smith","Redoran","2","No","No","","50","Default (Red)","b_n_dark elf_f_hair_03","b_n_dark elf_f_head_01","No","Yes","100","72","91","60","50","54","44","40","2200","182","276","108"
"twice_bitten","NPC","Twice-Bitten","slaveScript","2","Argonian","No","Slave","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_m_hair03","b_n_argonian_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tyermaillin","NPC","Tyermaillin","","10","High Elf","No","Healer Service","Blades","2","No","No","","50","Default (Red)","b_n_high elf_m_hair_02","b_n_high elf_m_head_05","No","Yes","42","50","47","45","65","60","79","40","150","83","216","120"
"tymvaul","NPC","Tymvaul","TymvaulScript","30","Nord","No","Necromancer","Skaal","0","No","No","","0","Default (Red)","B_N_Nord_M_Hair07","b_n_nord_m_head_02","Yes","No","96","62","72","67","71","100","100","40","0","300","325","500"
"Tyronius","NPC","Tyronius","Sound_Flies","8","Imperial","No","Smuggler","","0","No","No","","50","Default (Red)","b_n_imperial_m_hair_05","b_n_imperial_m_head_01","No","No","57","41","65","46","75","46","36","40","0","0","180","92"
"ubaasi","NPC","Ubaasi","slaveScript","1","Khajiit","Yes","Slave","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_khajiit_f_hair01","b_n_khajiit_f_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"udarra","NPC","Udarra","slaveScript","1","Khajiit","Yes","Slave","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_khajiit_f_hair03","b_n_khajiit_f_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"ugdumph gro-lumbuk","NPC","Ugdumph gro-Lumbuk","","3","Orc","No","Pauper","","0","Yes","No","","50","Default (Red)","b_n_orc_m_hair_04","B_N_Orc_M_Head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"ughash gro-batul","NPC","Ughash gro-Batul","","4","Orc","No","Guard","Imperial Legion","1","Yes","No","","50","Default (Red)","b_n_orc_m_hair_03","b_n_orc_m_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Ukawei","NPC","Ukawei","","9","Argonian","No","Healer","Twin Lamps","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_m_hair04","b_n_argonian_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"ula","NPC","Ula","slaveScript","1","Argonian","No","Slave","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_m_hair05","b_n_argonian_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"ulabael","NPC","Ulabael","AhemmusaKill","5","Dark Elf","No","Hunter","Ashlanders","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_18","b_n_dark elf_m_head_07","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"ulam gro-shugham","NPC","Ulam gro-Shugham","","14","Orc","No","Healer","","0","Yes","No","","50","Default (Red)","b_n_orc_m_hair_02","b_n_orc_m_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"ulath-pal","NPC","Ulath-Pal","WarLoverKill","15","Dark Elf","No","Champion","Ashlanders","9","No","No","","50","Default (Red)","b_n_dark elf_m_hair_08","b_n_dark elf_m_head_05","Yes","No","79","89","75","60","38","51","50","40","0","139","278","102"
"ulenea beloren","NPC","Ulenea Beloren","","12","Dark Elf","Yes","Archer","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_04","b_n_dark elf_f_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"uleni heleran","NPC","Uleni Heleran","UleniDead","7","Dark Elf","Yes","Mage Service","Mages Guild","1","No","No","","50","Default (Red)","b_n_dark elf_f_hair_02","b_n_dark elf_f_head_01","No","Yes","46","45","58","34","48","60","64","40","0","58","189","120"
"ulfgar the unending","NPC","Ulfgar the Unending","UlfgarScript","30","Nord","No","Barbarian","","0","No","No","","60","Default (Red)","b_n_nord_m_hair05","b_n_nord_m_head_05","Yes","No","100","80","80","100","47","53","63","70","0","900","800","106"
"ulfgar_ghost","NPC","Ghost of Ulfgar the Unending","UlfgarGhostScript","70","Nord","No","Barbarian","","0","No","No","","100","Skeleton (White)","b_n_nord_m_hair05","b_n_nord_m_head_05","Yes","No","100","100","100","100","71","85","95","40","0","445","395","170"
"ulfrun","NPC","Ulfrun","ThirskCorpse","20","Nord","Yes","Barbarian","","0","No","No","","50","Default (Red)","b_n_nord_f_hair_03","B_N_Nord_F_head_11","Yes","No","100","72","86","67","41","45","65","40","300","178","304","90"
"ulibabi","NPC","Ulibabi","ErabenimsunKill","7","Dark Elf","Yes","Hunter","Ashlanders","1","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_16","b_n_dark elf_f_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"ulisamsi saddarnuran","NPC","Ulisamsi Saddarnuran","","8","Dark Elf","Yes","Miner","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_17","b_n_dark elf_f_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"ulmesi baryon","NPC","Ulmesi Baryon","","15","Dark Elf","Yes","Agent","Morag Tong","4","No","No","","50","Default (Red)","b_n_dark elf_f_hair_17","b_n_dark elf_f_head_10","No","Yes","65","88","77","38","78","55","41","40","0","107","232","110"
"ulmiso maloren","NPC","Ulmiso Maloren","","10","Dark Elf","Yes","Healer Service","Temple","2","No","No","","50","Default (Red)","b_n_dark elf_f_hair_05","b_n_dark elf_f_head_10","No","Yes","52","50","67","35","65","50","69","40","200","70","206","100"
"ulms drathen","NPC","Ulms Drathen","","25","Dark Elf","No","Crusader","","0","No","No","","50","Default (Red)","b_n_dark elf_m_hair_15","b_n_dark elf_m_head_10","No","Yes","100","88","76","81","44","66","76","40","0","284","345","132"
"ulms saren","NPC","Ulms Saren","","12","Dark Elf","No","Mage","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_05","b_n_dark elf_m_head_07","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"uloth gra-ushar","NPC","Uloth gra-Ushar","","4","Orc","Yes","Guard","Imperial Legion","1","Yes","No","","50","Default (Red)","b_n_orc_f_hair02","b_n_orc_f_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"ultis salam","NPC","Ultis Salam","","9","Dark Elf","No","Scout","","0","No","No","","50","Default (Red)","b_n_dark elf_m_hair_01","b_n_dark elf_m_head_02","No","Yes","54","64","75","61","35","49","39","40","0","105","218","98"
"ulumpha gra-sharob","NPC","Ulumpha gra-Sharob","","8","Orc","Yes","Healer Service","Imperial Legion","1","No","No","","50","Default (Red)","b_n_orc_f_hair05","b_n_orc_f_head_02","No","Yes","55","54","40","40","74","49","66","40","300","79","215","98"
"Ulvena Arobar","NPC","Ulvena Arobar","","14","Dark Elf","Yes","Rogue","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_20","b_n_dark elf_f_head_10","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"ulveni daram","NPC","Ulveni Daram","","6","Dark Elf","Yes","Noble","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_12","b_n_dark elf_f_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Ulves Marvel","NPC","Ulves Marvel","","4","Dark Elf","No","Crusader","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_21","b_n_dark elf_m_head_08","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"ulvil llothas","NPC","Ulvil Llothas","","10","Dark Elf","No","Farmer","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_23","b_n_dark elf_m_head_05","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"ulvon uleni","NPC","Ulvon Uleni","","6","Dark Elf","No","Witchhunter","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_25","b_n_dark elf_m_head_07","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"ulwaen","NPC","Ulwaen","","6","Wood Elf","No","Master-at-Arms","Imperial Legion","1","No","No","","50","Default (Red)","b_n_wood elf_m_hair_05","b_n_wood elf_m_head_04","No","Yes","57","57","60","50","43","44","34","40","0","83","198","88"
"ulyne henim","NPC","Ulyne Henim","ulyneFollow","11","Dark Elf","Yes","Witchhunter","Fighters Guild","2","No","No","","50","Default (Red)","b_n_dark elf_f_hair_11","b_n_dark elf_f_head_06","No","Yes","53","80","90","36","46","82","41","40","0","74","210","164"
"ulyno uvirith","NPC","Ulyno Uvirith","","7","Dark Elf","Yes","Master-at-Arms","Redoran","1","No","No","","50","Default (Red)","b_n_dark elf_f_hair_10","b_n_dark elf_f_head_03","No","Yes","70","48","61","52","44","45","35","40","0","97","205","90"
"Umbacano","NPC","Umbacano","","13","High Elf","No","Mage","","0","Yes","No","","50","Default (Red)","b_n_high elf_m_hair_04","b_n_high elf_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"umbra","NPC","Umbra","nolore","20","Orc","No","Warrior","","0","No","No","","50","Default (Red)","b_n_orc_m_hair_05","b_n_orc_m_head_02","No","Yes","100","100","62","95","62","46","80","40","0","400","500","92"
"umug gro-mashnar","NPC","Umug gro-Mashnar","","15","Orc","No","Knight","","0","Yes","No","","50","Default (Red)","b_n_orc_m_hair_01","b_n_orc_m_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"uncle sweetshare","NPC","Uncle Sweetshare","GrandfatherFrostScript","25","Nord","No","Alchemist","","0","No","No","","90","Default (Red)","b_n_nord_m_hair03","B_N_Nord_M_Head_11","Yes","No","81","56","74","64","52","100","98","50","0","144","299","200"
"undil","NPC","Undil","","13","High Elf","No","Witchhunter","","0","Yes","No","","50","Default (Red)","b_n_high elf_m_hair_04","b_n_high elf_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Unel Lloran","NPC","Unel Lloran","ColonyUnel","10","Dark Elf","No","Commoner","East Empire Company","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_23","b_n_dark elf_m_head_12","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Ungeleb","NPC","Ungeleb","","40","Wood Elf","No","Alchemist Service","","0","Yes","No","","50","Default (Red)","b_n_wood elf_m_hair_02","b_n_wood elf_m_head_05","No","No","0","0","0","0","0","0","0","0","9000","0","0","0"
